ndiscreta	cneoformans	cparapsilosis	calbicans	afumigatus	spombe	moryzae	cglabrata	ntetrasperma	fgraminearum	anidulans	ncrassa	lkluyveri	skudriavzevii	sbayanus	sparadoxus	smikatae	scerevisiae	ncastellii
NEUDI_85082	CNAG_06599	CPAR2_401380	C401150WA	AFUB_012140	SPBC27.02c	MGG_07143	CAGL0M13079g	NEUTE1DRAFT_129143	FGRAMPH1_01G26261	AN1026	NCU05280	SAKL0D14080g	Skud_11.177	Sbay_11.174	Spar_11.217	Smik_11.196	NP_012872.2	XP_003677958.1
NEUDI_90663	CNAG_03171	CPAR2_700800	C110010CA	AFUB_023730	SPCC18B5.03	MGG_01816	CAGL0K00693g	NEUTE1DRAFT_127160	FGRAMPH1_01G07591	AN5822	NCU04326	SAKL0C04576g	Skud_10.30	Sbay_6.268	Spar_10.45	Smik_10.45	NP_012348.1	XP_003678312.1
							CAGL0A03498g					SAKL0E04620g	Skud_12.102	Sbay_10.116	Spar_12.108	Smik_12.97	NP_013135.1	XP_003673352.1
NEUDI_95623	CNAG_07810	CPAR2_802110	CR03530WA	AFUB_065130	SPBC3E7.05c	MGG_11278	CAGL0G07711g	NEUTE1DRAFT_132863	FGRAMPH1_01G01727	AN3843	NCU00894	SAKL0D05896g	Skud_11.249	Sbay_11.248	Spar_11.299	Smik_11.273	NP_012941.1	XP_003675219.1
NEUDI_16692	CNAG_05243	CPAR2_500850	C405300WA	AFUB_057400	SPCPJ732.02c	MGG_12860	CAGL0G09339g	NEUTE1DRAFT_146059	FGRAMPH1_01G18091	AN8790	NCU11353	SAKL0G14168g	Skud_7.530	Sbay_7.488	Spar_7.551	Smik_16.112	NP_011710.3	XP_003673656.1
		CPAR2_203490	C113840WA				CAGL0J00407g					SAKL0G10802g	Skud_8.109	Sbay_15.240	Spar_8.128	Smik_8.121	NP_011917.1	XP_003673600.1
							CAGL0E04488g					SAKL0G06754g	Skud_15.189	Sbay_8.77	Spar_15.219	Smik_15.201	NP_014666.1	XP_003677328.1
NEUDI_152408	CNAG_03743	CPAR2_704250	C703020CA	AFUB_011430		MGG_11745	CAGL0J11484g	NEUTE1DRAFT_119938	FGRAMPH1_01G19601	AN1092	NCU01256	SAKL0E13178g	Skud_14.143	Sbay_14.150	Spar_14.148	Smik_14.139	NP_014208.1	XP_003677413.1
							CAGL0M09273g					SAKL0F13882g	Skud_10.305	Sbay_12.171	Spar_10.360	Smik_10.371	NP_012616.1	XP_003676733.1
							CAGL0M11528g					SAKL0H16324g	Skud_12.170	Sbay_10.187	Spar_12.176	Smik_12.161	NP_013203.1	XP_003674976.1
							CAGL0K01265g					SAKL0C08184g	Skud_7.371	Sbay_7.357	Spar_7.386	Smik_6.157	NP_011589.3	XP_003675395.1
							CAGL0L03333g					SAKL0C07128g	Skud_11.281	Sbay_11.279	Spar_11.335	Smik_11.307	NP_012970.3	XP_003675248.1
NEUDI_154863	CNAG_02259	CPAR2_407130	C209890WA	AFUB_040700	SPBC1709.06	MGG_01648	CAGL0I05588g	NEUTE1DRAFT_125714	FGRAMPH1_01G23361	AN2967	NCU00950	SAKL0A02068g	Skud_14.346	Sbay_14.368	Spar_14.379	Smik_14.345	NP_014412.1	XP_003673407.1
NEUDI_77986	CNAG_01309	CPAR2_400730	C401890CA	AFUB_026750		MGG_04976	CAGL0I10835g	NEUTE1DRAFT_63885	FGRAMPH1_01G23499	AN5912	NCU08989	SAKL0H08624g	Skud_2.292	Sbay_4.416	Spar_2.325	Smik_2.305	NP_009723.3	XP_003675540.1
		CPAR2_209960	C205830CA		SPBC8D2.13		CAGL0G02783g					SAKL0E08052g	Skud_9.67	Sbay_9.91	Spar_9.70	Smik_9.65	NP_012162.3	XP_003675088.1
NEUDI_81756	CNAG_04149	CPAR2_403760	C403800CA	AFUB_010280	SPBC428.01c	MGG_16457	CAGL0H10494g	NEUTE1DRAFT_126254	FGRAMPH1_01G03271	AN1190	NCU09814	SAKL0E06798g	Skud_4.138	Sbay_4.130	Spar_4.162	Smik_4.120	NP_010167.1	XP_003675058.1
NEUDI_123511	CNAG_03023	CPAR2_207980	C111440CA	AFUB_019000	SPAC694.06c	MGG_01813	CAGL0B00330g	NEUTE1DRAFT_75093	FGRAMPH1_01G06877	AN4571	NCU04321	SAKL0C00462g	Skud_3.3	Sbay_3.152	Spar_3.22	Smik_3.14	NP_009871.2	XP_003675364.1
NEUDI_84075	CNAG_00095	CPAR2_702910	C704150WA	AFUB_076410		MGG_03892	CAGL0L00517g	NEUTE1DRAFT_83631	FGRAMPH1_01G20397	AN2456	NCU01615	SAKL0A03256g	Skud_13.351	Sbay_13.366	Spar_13.380	Smik_13.390	NP_013910.1	XP_003676330.1
NEUDI_80756	CNAG_05059	CPAR2_402950	C404150CA	AFUB_043800	SPBC30D10.13c	MGG_10569	CAGL0K06831g	NEUTE1DRAFT_92673	FGRAMPH1_01G11301	AN9403	NCU03004	SAKL0A07018g	Skud_2.353	Sbay_4.478	Spar_2.396	Smik_2.363	NP_009780.1	XP_003677801.1
NEUDI_76039	CNAG_02110	CPAR2_303490	C501870WA	AFUB_068910	SPCC338.07c	MGG_05151	CAGL0C05313g	NEUTE1DRAFT_59572	FGRAMPH1_01G06657	AN3628	NCU07936	SAKL0C08646g	Skud_4.214	Sbay_4.211	Spar_4.240	Smik_4.198	NP_010244.1	XP_003678223.1
NEUDI_96616	CNAG_01780	CPAR2_206700	C108100WA	AFUB_005900	SPAC9.07c	MGG_05730	CAGL0M12122g	NEUTE1DRAFT_82292	FGRAMPH1_01G24323	AN4080	NCU00389	SAKL0B10780g	Skud_1.24	Sbay_1.29	Spar_1.31	Smik_1.28	NP_009364.1	XP_003676912.1
	CNAG_06002	CPAR2_700460	C114330WA		SPAC23H4.04		CAGL0K01529g					SAKL0C08756g	Skud_4.219	Sbay_4.217	Spar_4.247	Smik_4.203	NP_010251.1	XP_003678220.1
NEUDI_80892	CNAG_02881	CPAR2_302050	C406860CA	AFUB_083820	SPAC1556.04c	MGG_14549	CAGL0G08228g	NEUTE1DRAFT_149946	FGRAMPH1_01G01071	AN11146	NCU08359	SAKL0H13816g	Skud_12.320	Sbay_10.341	Spar_12.355	Smik_12.305	NP_013346.1	XP_003675647.1
NEUDI_83274	CNAG_06379	CPAR2_202100	CR04240CA	AFUB_005660	SPAC20G8.09c	MGG_11039	CAGL0K09614g	NEUTE1DRAFT_86208	FGRAMPH1_01G01853	AN0247	NCU02284	SAKL0E11308g	Skud_14.200	Sbay_14.207	Spar_14.207	Smik_14.196	NP_014267.1	XP_003677474.1
NEUDI_78767	CNAG_05661	CPAR2_210870	C202380WA	AFUB_090940	SPBC609.05	MGG_14751	CAGL0L11352g	NEUTE1DRAFT_146347	FGRAMPH1_01G06043	AN6687	NCU00133	SAKL0G17556g	Skud_13.75	Sbay_13.87	Spar_13.78	Smik_13.75	NP_013642.1	XP_003673553.1
NEUDI_100378	CNAG_04692	CPAR2_206550	C205190WA	AFUB_098760	SPAC15E1.04	MGG_04458	CAGL0K05467g	NEUTE1DRAFT_66670	FGRAMPH1_01G02655	AN7028	NCU10053	SAKL0G00638g	Skud_15.239	Sbay_8.123	Spar_15.281	Smik_15.252	NP_014717.2	XP_003677280.1
NEUDI_50089	CNAG_04002	CPAR2_300040	C700020CA	AFUB_053490	SPBC725.09c	MGG_05528	CAGL0L07788g	NEUTE1DRAFT_144312	FGRAMPH1_01G05043	AN8831	NCU01069	SAKL0D09284g	Skud_3.74	Sbay_3.34	Spar_3.95	Smik_3.95	NP_009935.1	XP_003673799.1
	CNAG_07518	CPAR2_103500	C302840WA		SPCC830.09c	MGG_15229	CAGL0M11836g		FGRAMPH1_01G17563	AN2437	NCU16771	SAKL0B10472g	Skud_1.28	Sbay_1.33	Spar_1.36	Smik_1.33	NP_009369.1	XP_003676943.1
NEUDI_88223	CNAG_01375	CPAR2_400850	C402940WA	AFUB_083740	SPAPJ760.02c	MGG_06358	CAGL0C03597g	NEUTE1DRAFT_133390	FGRAMPH1_01G03255	AN12237	NCU10073	SAKL0A00594g	Skud_3.160	Sbay_3.124	Spar_3.190	Smik_3.186	NP_010012.1	XP_003676416.1
NEUDI_94022	CNAG_06072	CPAR2_208090	C111500CA	AFUB_060840	SPAC16E8.04c	MGG_01710	CAGL0K12232g	NEUTE1DRAFT_116352	FGRAMPH1_01G26701	AN6866	NCU07725	SAKL0B07546g	Skud_16.345	Sbay_16.387	Spar_16.406	Smik_16.301	NP_015385.1	XP_003674046.1
		CPAR2_400840	C402950CA		SPCC1020.11c		CAGL0D05522g					SAKL0G13024g	Skud_12.53	Sbay_10.61	Spar_12.58	Smik_12.49	NP_013087.1	XP_003673622.1
NEUDI_127556	CNAG_04806	CPAR2_211940	C202000WA	AFUB_007010	SPAC5D6.13	MGG_00839	CAGL0A02926g	NEUTE1DRAFT_85692	FGRAMPH1_01G20087	AN5705	NCU06091	SAKL0G02706g	Skud_4.641	Sbay_2.544	Spar_4.588	Smik_4.638	NP_010660.1	XP_003677180.1
							CAGL0A04697g					SAKL0F00660g	Skud_6.140	Sbay_12.8	Spar_6.164	Smik_7.369	NP_116707.3	XP_003677236.1
							CAGL0C00671g					SAKL0H12650g	Skud_12.282	Sbay_10.313	Spar_12.327	Smik_12.276	NP_013320.1	XP_003675624.1
							CAGL0L12848g					SAKL0D13970g	Skud_13.184	Sbay_13.197	Spar_13.192	Smik_13.198	NP_013742.1	XP_003674221.1
NEUDI_156062	CNAG_05603	CPAR2_802490	CR00680WA	AFUB_074760	SPAC4F10.06	MGG_00457	CAGL0M07678g	NEUTE1DRAFT_87659	FGRAMPH1_01G09807	AN10232	NCU09870	SAKL0D13376g	Skud_13.168	Sbay_13.181	Spar_13.175	Smik_13.178	NP_013727.1	XP_003674207.1
NEUDI_33146	CNAG_04367	CPAR2_807160	C305860CA	AFUB_053280	SPCC1919.13c	MGG_11170	CAGL0G02629g	NEUTE1DRAFT_24852	FGRAMPH1_01G18205	AN8849	NCU09008	SAKL0E07832g	Skud_9.76	Sbay_9.102	Spar_9.83	Smik_9.82	NP_012170.1	XP_003675082.1
NEUDI_61509	CNAG_02855	CPAR2_108970	C103600WA		SPCC553.06	MGG_03687	CAGL0I00704g	NEUTE1DRAFT_91054	FGRAMPH1_01G27189	AN1683	NCU11248	SAKL0E05456g	Skud_13.310	Sbay_13.328	Spar_13.334	Smik_13.347	NP_013869.1	XP_003676054.1
	CNAG_03363	CPAR2_200870	CR09620CA	AFUB_018700	SPAP8A3.10	MGG_09537	CAGL0A04103g		FGRAMPH1_01G07787	AN10983	NCU06719	SAKL0F11594g	Skud_12.258	Sbay_10.289	Spar_12.301	Smik_12.253	NP_013294.1	XP_003676710.1
NEUDI_83850	CNAG_03483	CPAR2_213470	C200320WA	AFUB_063460	SPBC543.10	MGG_07181	CAGL0A00253g	NEUTE1DRAFT_83404	FGRAMPH1_01G15183	AN4342	NCU10034	SAKL0H21670g	Skud_7.267	Sbay_7.259	Spar_7.280	Smik_7.270	NP_011495.1	XP_003673122.1
NEUDI_75657	CNAG_00265	CPAR2_401630	C402280WA	AFUB_077180	SPBC106.15	MGG_07125	CAGL0J06952g	NEUTE1DRAFT_145121	FGRAMPH1_01G26431	AN0579	NCU07719	SAKL0H08272g	Skud_16.163	Sbay_16.193	Spar_16.208	Smik_6.316	NP_015208.1	XP_003675530.1
NEUDI_140008	CNAG_01319	CPAR2_401860	C406160WA	AFUB_068870	SPAC22H10.10	MGG_00378	CAGL0H09702g	NEUTE1DRAFT_149982	FGRAMPH1_01G01107	AN5531	NCU09139	SAKL0F04598g	Skud_5.106	Sbay_5.94	Spar_5.129	Smik_5.121	NP_010922.1	XP_003674256.1
NEUDI_89388	CNAG_00395		C500230CA	AFUB_051960	SPAP27G11.15	MGG_04879	CAGL0K06941g	NEUTE1DRAFT_76361	FGRAMPH1_01G18927	AN8212	NCU01236	SAKL0A06886g	Skud_2.359	Sbay_4.483	Spar_2.403	Smik_2.370	NP_009787.3	XP_003677796.1
NEUDI_155391		CPAR2_104590	C206370CA	AFUB_070160	SPAC4F8.10c	MGG_14713	CAGL0J07172g	NEUTE1DRAFT_146462	FGRAMPH1_01G23785	AN1935	NCU00277	SAKL0D14630g	Skud_15.534	Sbay_8.423	Spar_15.586	Smik_15.549	NP_015012.3	XP_003678043.1
NEUDI_138186	CNAG_05468	CPAR2_404640	C306430WA	AFUB_074090	SPCC622.17	MGG_10609	CAGL0K11528g	NEUTE1DRAFT_149885	FGRAMPH1_01G03325	AN3947	NCU10044	SAKL0E03322g	Skud_11.115	Sbay_11.110	Spar_11.144	Smik_11.127	NP_012808.1	XP_003673390.1
		CPAR2_702630	C701690WA		SPAC29B12.12							SAKL0G19118g	Skud_11.144	Sbay_11.141	Spar_11.175	Smik_11.156	NP_012839.1	XP_003677988.1
		CPAR2_503710	C301470WA									SAKL0E10054g	Skud_15.259	Sbay_8.147	Spar_15.301	Smik_15.274	NP_014737.1	XP_003675131.1
		CPAR2_806770	C306050CA				CAGL0M06391g					SAKL0H09592g	Skud_2.311	Sbay_4.436	Spar_2.350	Smik_2.325	NP_009744.3	XP_003674665.1
		CPAR2_809020	C307290WA				CAGL0E03784g					SAKL0H25718g	Skud_8.15	Sbay_8.22	Spar_8.24	Smik_8.12	NP_011834.1	XP_003675937.1
		CPAR2_102230	C300990CA				CAGL0H08910g					SAKL0A03850g	Skud_7.134	Sbay_7.126	Spar_7.141	Smik_7.134	NP_011377.1	XP_003676346.1
		CPAR2_503790	C301430WA				CAGL0G08778g					SAKL0E08932g	Skud_9.40	Sbay_9.64	Spar_9.46	Smik_9.42	NP_012139.1	XP_003677534.1
		CPAR2_807540	C301850WA				CAGL0A02387g					SAKL0G07590g	Skud_4.616	Sbay_2.518	Spar_4.615	Smik_4.611	NP_010634.3	XP_003677151.1
		CPAR2_501480	C406010CA				CAGL0D01430g					SAKL0B07854g	Skud_16.353	Sbay_16.396	Spar_16.414	Smik_16.309	NP_015393.1	XP_003674057.1
		CPAR2_500830	C405390WA				CAGL0J07084g					SAKL0H08470g	Skud_16.166	Sbay_16.196	Spar_16.211	Smik_6.313	NP_015212.1	XP_003675535.1
NEUDI_81657	CNAG_06627	CPAR2_800870	CR01050CA	AFUB_009730	SPAC4D7.13	MGG_04602	CAGL0L05368g	NEUTE1DRAFT_126217	FGRAMPH1_01G23961	AN1249	NCU03062	SAKL0G19360g	Skud_11.217	Sbay_11.216	Spar_11.267	Smik_11.243	NP_012913.3	XP_003675865.1
NEUDI_165894	CNAG_00287	CPAR2_212420	C202830CA	AFUB_009280	SPAC1142.02c	MGG_05438	CAGL0E02739g	NEUTE1DRAFT_79797	FGRAMPH1_01G14463	AN1282	NCU10273	SAKL0E01210g	Skud_15.168	Sbay_15.182	Spar_15.199	Smik_15.176	NP_014649.1	XP_003677743.1
NEUDI_126712	CNAG_06620	CPAR2_110050	C100890WA	AFUB_073850	SPCC320.04c	MGG_01044	CAGL0M12276g	NEUTE1DRAFT_148836	FGRAMPH1_01G09981	AN4167	NCU03966	SAKL0D14498g	Skud_1.12	Sbay_1.16	Spar_1.19	Smik_1.15	NP_009351.1	XP_003673699.1
												SAKL0F03520g	Skud_16.425	Sbay_16.462	Spar_16.498	Smik_16.381	NP_015460.1	XP_003674112.1
		CPAR2_302520	C503170CA				CAGL0I08107g					SAKL0C08514g	Skud_15.82	Sbay_15.95	Spar_15.107	Smik_15.88	NP_014571.1	XP_003675702.1
NEUDI_92063				AFUB_072280		MGG_07733	CAGL0H03135g	NEUTE1DRAFT_119101	FGRAMPH1_01G16995	AN5791	NCU02500	SAKL0A07106g	Skud_16.92	Sbay_16.120	Spar_16.136	Smik_6.392	NP_015137.1	XP_003676307.1
		CPAR2_206640	C205110WA				CAGL0D02442g					SAKL0C13464g	Skud_14.17	Sbay_14.17	Spar_14.12	Smik_14.9	NP_014076.1	XP_003675792.1
							CAGL0K03927g					SAKL0E04818g	Skud_13.294	Sbay_13.314	Spar_13.318	Smik_13.332	NP_013853.1	XP_003677039.1
							CAGL0L07084g					SAKL0E05588g	Skud_4.165	Sbay_4.155	Spar_4.190	Smik_4.146	NP_010194.1	XP_003675036.1
							CAGL0L01793g					SAKL0D13420g	Skud_11.186	Sbay_11.183	Spar_11.227	Smik_11.206	NP_012882.3	XP_003673417.1
NEUDI_126181	CNAG_01468	CPAR2_806860	C305960WA	AFUB_031940	SPAPB1A10.09	MGG_05272	CAGL0L10252g	NEUTE1DRAFT_122071	FGRAMPH1_01G06123	AN2128	NCU06277	SAKL0G01100g	Skud_15.219	Sbay_8.107	Spar_15.255	Smik_15.234	NP_116582.1	XP_003677293.1
NEUDI_94562	CNAG_06611	CPAR2_301060	C700570WA	AFUB_074260	SPBP23A10.07	MGG_01572	CAGL0J01848g	NEUTE1DRAFT_74716	FGRAMPH1_01G18365	AN3933	NCU08616	SAKL0B03542g	Skud_16.294	Sbay_16.331	Spar_16.352	Smik_16.249	NP_015335.1	XP_003675778.1
NEUDI_98494		CPAR2_800900	CR00870CA	AFUB_073530	SPBC13G1.07	MGG_00810	CAGL0B01991g	NEUTE1DRAFT_87709	FGRAMPH1_01G26851	AN1907	NCU04080	SAKL0H16434g	Skud_4.387	Sbay_2.289	Spar_4.435	Smik_4.372	NP_010411.1	XP_003674816.1
NEUDI_84040	CNAG_06361	CPAR2_403750	C403790WA	AFUB_006680	SPAC23G3.11	MGG_03211	CAGL0L07238g	NEUTE1DRAFT_83600	FGRAMPH1_01G00815	AN10519	NCU01596	SAKL0E05764g	Skud_4.158	Sbay_4.149	Spar_4.183	Smik_4.139	NP_010186.1	XP_003675042.1
NEUDI_128567	CNAG_03324	CPAR2_200080	CR10710CA	AFUB_004440	SPBC336.11	MGG_06020	CAGL0F05181g	NEUTE1DRAFT_129147	FGRAMPH1_01G04717	AN4014	NCU05273	SAKL0C09790g	Skud_4.758	Sbay_2.658	Spar_4.852	Smik_4.761	NP_010772.1	XP_003678255.1
NEUDI_97604	CNAG_00365	CPAR2_406330	C207480WA	AFUB_093420	SPBC16A3.10	MGG_08856	CAGL0L04642g	NEUTE1DRAFT_100500	FGRAMPH1_01G06237	AN6530	NCU06194	SAKL0A08404g	Skud_15.337	Sbay_8.228	Spar_15.367	Smik_15.353	NP_014818.1	XP_003676874.1
NEUDI_49912	CNAG_01548	CPAR2_107400	C105640CA	AFUB_050940	SPAC1F5.10	MGG_04885	CAGL0M06567g	NEUTE1DRAFT_107425	FGRAMPH1_01G18931	AN8016	NCU01234	SAKL0D03960g	Skud_4.273	Sbay_2.171	Spar_4.303	Smik_4.255	NP_010304.3	XP_003673982.1
NEUDI_165605	CNAG_04913	CPAR2_105900	C100660CA	AFUB_041520	SPBC8D2.14c	MGG_02920	CAGL0D01914g	NEUTE1DRAFT_73751	FGRAMPH1_01G11239	AN9526	NCU01907	SAKL0E04224g	Skud_12.94	Sbay_10.107	Spar_12.100	Smik_12.89	NP_013126.1	XP_003673363.1
NEUDI_84105	CNAG_01189	CPAR2_803580	C110670CA	AFUB_013390	SPBC4C3.05c	MGG_01158	CAGL0E05500g	NEUTE1DRAFT_122981	FGRAMPH1_01G14933	AN12419	NCU01638	SAKL0B10736g	Skud_15.506	Sbay_8.391	Spar_15.553	Smik_15.519	NP_014986.3	XP_003676913.1
NEUDI_25265	CNAG_07804	CPAR2_105820	C100460WA	AFUB_019520	SPBC27.06c	MGG_02877	CAGL0H05797g	NEUTE1DRAFT_119209	FGRAMPH1_01G27635	AN4633	NCU00527	SAKL0H09174g	Skud_16.184	Sbay_16.213	Spar_16.229	Smik_16.138	NP_015227.1	XP_003674652.1
NEUDI_127603	CNAG_05775	CPAR2_502380		AFUB_073120	SPAC1F12.09	MGG_08259	CAGL0F03179g	NEUTE1DRAFT_147983	FGRAMPH1_01G25055	AN10639	NCU06033	SAKL0G05324g	Skud_4.707	Sbay_2.609	Spar_4.801	Smik_4.706	NP_010722.3	XP_003676955.1
NEUDI_166210	CNAG_03439	CPAR2_106610	C102640CA	AFUB_077390	SPAC6F12.07	MGG_06097	CAGL0K01067g	NEUTE1DRAFT_78575	FGRAMPH1_01G26207	AN0559	NCU06632	SAKL0B09108g	Skud_7.378	Sbay_7.364	Spar_7.393	Smik_6.164	NP_011596.1	XP_003676553.1
							CAGL0L11572g					SAKL0G01870g	Skud_8.164	Sbay_15.299	Spar_8.187	Smik_8.181	NP_011971.1	XP_003677853.1
NEUDI_153477	CNAG_05700	CPAR2_203390	CR05130CA	AFUB_072540	SPAC2E1P5.03	MGG_07716	CAGL0C02123g	NEUTE1DRAFT_126561	FGRAMPH1_01G24623	AN5770	NCU02490	SAKL0F01298g	Skud_6.132	Sbay_12.16	Spar_6.156	Smik_7.361	NP_116699.3	XP_003677227.1
NEUDI_127576	CNAG_04243	CPAR2_303780	C501970CA	AFUB_068470	SPAC16E8.09	MGG_09697	CAGL0M11968g	NEUTE1DRAFT_123851	FGRAMPH1_01G08289	AN5592	NCU06067	SAKL0D14212g	Skud_1.19	Sbay_1.24	Spar_1.26	Smik_1.22	NP_009359.1	XP_003673695.1
NEUDI_92362	CNAG_03374	CPAR2_300470	C701300CA	AFUB_069390	SPBP23A10.09	MGG_04434	CAGL0D04466g	NEUTE1DRAFT_91937	FGRAMPH1_01G02527	AN3666	NCU02631	SAKL0D04444g	Skud_4.264	Sbay_2.161	Spar_4.293	Smik_4.246	NP_010296.3	XP_003673973.1
	CNAG_03604	CPAR2_210940	C205690CA	AFUB_003190	SPAC227.08c	MGG_00680	CAGL0G01694g	NEUTE1DRAFT_125898	FGRAMPH1_01G02405	AN0298	NCU08353	SAKL0B09372g	Skud_16.392	Sbay_16.434	Spar_16.460	Smik_16.347	NP_015432.1	XP_003674087.1
		CPAR2_211810	C203270WA		SPAC26F1.06		CAGL0E06358g					SAKL0G11352g	Skud_11.76	Sbay_11.74	Spar_11.103	Smik_11.85	NP_012770.1	XP_003677076.1
NEUDI_158485	CNAG_02763	CPAR2_800830	CR01760CA	AFUB_005990	SPAC23A1.12c	MGG_00876	CAGL0F01705g	NEUTE1DRAFT_149132	FGRAMPH1_01G17899	AN4086	NCU08888	SAKL0B01188g	Skud_12.126	Sbay_10.144	Spar_12.136	Smik_12.122	NP_013161.1	XP_003675731.1
NEUDI_103363	CNAG_01812	CPAR2_402550	C400510CA	AFUB_019810	SPAC22E12.13c	MGG_10160	CAGL0J00957g	NEUTE1DRAFT_121645	FGRAMPH1_01G23007	AN4560	NCU05235	SAKL0G12034g	Skud_12.75	Sbay_10.87	Spar_12.80	Smik_12.71	NP_013109.1	XP_003673097.1
NEUDI_90440	CNAG_04959	CPAR2_211910	C202210CA	AFUB_067150	SPAC823.05c	MGG_06883	CAGL0G08932g	NEUTE1DRAFT_75501	FGRAMPH1_01G04569	AN2048	NCU04119	SAKL0D10032g	Skud_15.142	Sbay_15.153	Spar_15.168	Smik_15.151	NP_014624.1	XP_003673829.1
NEUDI_154855	CNAG_03541	CPAR2_402780	C400340WA	AFUB_082910	SPAC1556.03	MGG_00166	CAGL0J10692g	NEUTE1DRAFT_90222	FGRAMPH1_01G18327	AN1467	NCU00958	SAKL0G08580g	Skud_8.136	Sbay_15.268	Spar_8.157	Smik_8.153	NP_011943.2	XP_003677829.1
NEUDI_127282	CNAG_00085	CPAR2_201970	CR07860CA	AFUB_038110	SPCC663.05c	MGG_14874	CAGL0L05412g	NEUTE1DRAFT_66361	FGRAMPH1_01G00927	AN4891	NCU09436	SAKL0C07238g	Skud_10.99	Sbay_6.196	Spar_10.124	Smik_10.118	NP_012420.1	XP_003673904.1
NEUDI_87677	CNAG_02917	CPAR2_602130	C601930WA	AFUB_007780	SPCC1682.09c	MGG_03224	CAGL0J09790g	NEUTE1DRAFT_117596	FGRAMPH1_01G01627	AN5132	NCU03561	SAKL0H12562g	Skud_4.59	Sbay_4.50	Spar_4.67	Smik_4.42	NP_010083.1	XP_003675621.1
NEUDI_125762	CNAG_05171	CPAR2_600050	C603650CA	AFUB_054920	SPCC18.06c	MGG_01666	CAGL0C03399g	NEUTE1DRAFT_82608	FGRAMPH1_01G18217	AN7628	NCU09001	SAKL0A00242g	Skud_14.384	Sbay_14.407	Spar_14.416	Smik_14.382	NP_014450.3	XP_003673510.1
NEUDI_167770	CNAG_00754	CPAR2_108760	C103350CA	AFUB_009720	SPBC14F5.06	MGG_11382	CAGL0G08041g	NEUTE1DRAFT_150244	FGRAMPH1_01G23963	AN1256	NCU03061	SAKL0H17996g	Skud_4.351	Sbay_2.252	Spar_4.396	Smik_4.334	NP_010376.3	XP_003674860.1
							CAGL0J02904g					SAKL0F08382g	Skud_5.167	Sbay_5.160	Spar_5.196	Smik_5.182	NP_010974.1	XP_003676741.1
												SAKL0C02332g	Skud_5.122	Sbay_5.110	Spar_5.149	Smik_5.139	NP_010934.3	XP_003675327.1
NEUDI_47435	CNAG_03034	CPAR2_801740	C113200CA	AFUB_036850	SPAC1782.08c	MGG_06005	CAGL0M11638g	NEUTE1DRAFT_127133	FGRAMPH1_01G07783	AN5013	NCU08945	SAKL0H16192g	Skud_12.175	Sbay_10.192	Spar_12.181	Smik_12.166	NP_013208.1	XP_003675697.1
NEUDI_100475	CNAG_06340	CPAR2_703460	C702930CA	AFUB_039790	SPBC25H2.15	MGG_03856	CAGL0A01958g	NEUTE1DRAFT_147844	FGRAMPH1_01G20015	AN3056	NCU09708	SAKL0D10252g	Skud_15.135	Sbay_15.145	Spar_15.161	Smik_15.143	NP_014620.1	XP_003673832.1
NEUDI_94248	CNAG_05142	CPAR2_601090	C604340WA	AFUB_059570	SPAC7D4.06c	MGG_08010	CAGL0A04587g	NEUTE1DRAFT_78420	FGRAMPH1_01G26583	AN0104	NCU06552	SAKL0F12826g	Skud_2.25	Sbay_2.36	Spar_2.41	Smik_2.37	NP_009471.1	XP_003676680.1
	CNAG_03770	CPAR2_500840	C405380CA	AFUB_053350	SPBC887.22	MGG_11330	CAGL0B03855g		FGRAMPH1_01G05993	AN11133	NCU11313	SAKL0G14190g	Skud_10.234	Sbay_12.95	Spar_10.282	Smik_10.290	NP_012544.1	XP_003676125.1
							CAGL0D04642g					SAKL0F06688g	Skud_16.409	Sbay_16.449	Spar_16.477	Smik_16.364	NP_015445.1	XP_003674100.1
NEUDI_97472		CPAR2_804460	C110000CA	AFUB_019860	SPBC1685.01	MGG_15140	CAGL0G01320g	NEUTE1DRAFT_129553	FGRAMPH1_01G23657	AN4544	NCU06252	SAKL0E08404g	Skud_14.278	Sbay_14.287	Spar_14.286	Smik_14.273	NP_014345.3	XP_003677548.1
		CPAR2_207550	C109350WA				CAGL0L10978g					SAKL0H05280g	Skud_15.441	Sbay_8.325	Spar_15.482	Smik_15.458	NP_014919.3	XP_003674513.1
NEUDI_125763	CNAG_00181	CPAR2_807170	C305850WA	AFUB_053270	SPBC106.13	MGG_01665	CAGL0G02651g	NEUTE1DRAFT_122510	FGRAMPH1_01G18219	AN8850	NCU09000	SAKL0E07854g	Skud_9.75	Sbay_9.101	Spar_9.82	Smik_9.81	NP_012169.1	XP_003675083.1
NEUDI_111135	CNAG_01377	CPAR2_700860	C109070WA	AFUB_021690	SPAC22G7.04	MGG_17449	CAGL0H03025g	NEUTE1DRAFT_148534	FGRAMPH1_01G09837	AN2065	NCU10733	SAKL0A05434g	Skud_7.188	Sbay_7.175	Spar_7.196	Smik_7.189	NP_011421.1	XP_003676302.1
NEUDI_87274	CNAG_00389	CPAR2_103250	C303190CA	AFUB_060100	SPAC21E11.07	MGG_06485	CAGL0H00484g	NEUTE1DRAFT_14529	FGRAMPH1_01G24463	AN10012	NCU06424	SAKL0F15356g	Skud_10.346	Sbay_12.213	Spar_10.406	Smik_10.415	NP_012656.1	XP_003677691.1
