OG0000000: AN0004 AN0376 AN10000 AN10001 AN10256 AN10632 AN10649 AN10846 AN2670 AN2713 AN2714 AN3471 AN3500 AN5065 AN5095 AN5470 AN6966 AN6968 AN7830 AN7831 AN7845 AN7846 AN8295 AN8305 AN8576
OG0000001: AN0669 AN0826 AN0975 AN11044 AN11091 AN2291 AN2732 AN3047 AN3478 AN4391 AN4877 AN5334 AN5863 AN6559 AN7516 AN8788 AN9046 AN9505
OG0000002: AN10066 AN10127 AN10329 AN1070 AN4079 AN4291 AN5956 AN9416
OG0000003: AN0263 AN0683 AN3048 AN4335 AN5963 AN8186 AN9381
OG0000004: AN2661 AN2711 AN2796 AN3980 AN7833 AN8207
OG0000005: lcl|NC_032090.1_cds_XP_019330818.1_2310 lcl|NC_032092.1_cds_XP_710107.2_3445 lcl|NC_032092.1_cds_XP_716542.2_3581 lcl|NC_032094.1_cds_XP_710014.2_4619 lcl|NC_032095.1_cds_XP_720299.2_4779 lcl|NC_032096.1_cds_XP_710262.2_5636
OG0000006: AN0368 AN0621 AN7094 AN7977 AN8648
OG0000007: EDP47064 EDP47889 EDP48566
OG0000008: EDP47913 EDP47950 EDP48586
OG0000009: EDP48546 EDP49511 EDP50765
OG0000010: EDP49504 EDP50758 EDP50819
OG0000011: AN6156 AN8717 AN9495
OG0000012: AN5244 AN5251 AN9239
OG0000013: lcl|NC_032089.1_cds_XP_719072.1_2 lcl|NC_032091.1_cds_XP_717839.1_2353 lcl|NC_032093.1_cds_XP_721963.2_4250
OG0000014: lcl|NC_032089.1_cds_XP_719071.2_3 lcl|NC_032090.1_cds_XP_710489.2_1354 lcl|NC_032094.1_cds_XP_710505.2_4252
OG0000015: lcl|NC_032091.1_cds_XP_019330880.1_2942 lcl|NC_032091.1_cds_XP_716088.1_2941 lcl|NC_032091.1_cds_XP_716639.2_2919
OG0000016: lcl|NC_032091.1_cds_XP_716065.2_2935 lcl|NC_032091.1_cds_XP_716079.2_2922 lcl|NC_032094.1_cds_XP_718074.2_4592
OG0000017: lcl|NC_032094.1_cds_XP_710069.2_4577 lcl|NC_032094.1_cds_XP_719106.2_4500 lcl|NC_032094.1_cds_XP_719146.2_4529
OG0000018: EDP53021 EDP55499
OG0016659: AN0585
OG0016660: AN4720
OG0016661: AN8161
OG0016662: AN12004
OG0016663: AN6835
OG0016664: AN6307
OG0016665: AN9382
OG0016666: AN2888
OG0016667: AN0208
OG0016668: AN1823
OG0016669: AN1168-uORF
OG0016670: AN4352
OG0016671: AN0082
OG0016672: AN0218
OG0016673: AN4039
OG0016674: AN7171
OG0016675: AN3459
OG0016676: AN5907
OG0016677: AN5052
OG0016678: AN20001
OG0016679: AN7608
OG0016680: AN2554
OG0016681: AN6770
OG0016682: AN3675
OG0016683: AN7941
OG0016684: AN10814
OG0016685: AN12067
OG0016686: AN11770
OG0016687: AN1029
OG0016688: AN2181
OG0016689: AN9216
OG0016690: AN2850
OG0016691: AN5117
OG0016692: AN2907
OG0016693: AN10182
OG0016694: AN5136
OG0016695: AN1671
OG0016696: AN1711
OG0016697: AN1717
OG0016698: AN7492
OG0016699: AN1072
OG0016700: AN11971
OG0016701: AN7708
OG0016702: AN6478
OG0016703: AN4390
OG0016704: AN8468
OG0016705: AN2092
OG0016706: AN2548
OG0016707: AN8131
OG0016708: AN2716
OG0016709: AN4597-uORF
OG0016710: AN8341
OG0016711: AN10388
OG0016712: AN7304
OG0016713: AN4160
OG0016714: AN4462
OG0016715: AN6534
OG0016716: AN6223
OG0016717: AN8819
OG0016718: AN3384
OG0016719: AN10093
OG0016720: AN11098
OG0016721: AN10218
OG0016722: AN5013
OG0016723: AN5341
OG0016724: AN4839
OG0016725: AN11544
OG0016726: AN8764
OG0016727: AN3637
OG0016728: AN3151
OG0016729: AN1508
OG0016730: AN1231
OG0016731: AN11059
OG0016732: AN10584
OG0016733: AN1336
OG0016734: AN8559
OG0016735: AN5166
OG0016736: AN10184
OG0016737: AN0343
OG0016738: AN9006
OG0016739: AN3873
OG0016740: AN7554
OG0016741: AN3370
OG0016742: AN6777
OG0016743: AN5423
OG0016744: AN5471
OG0016745: AN1272
OG0016746: AN6586
OG0016747: AN11823
OG0016748: AN10478
OG0016749: AN4865
OG0016750: AN1335
OG0016751: AN0356
OG0016752: AN8138
OG0016753: AN6423
OG0016754: AN3214
OG0016755: AN6278
OG0016756: AN0029
OG0016757: AN6609
OG0016758: AN4206
OG0016759: AN2598
OG0016760: AN9394
OG0016761: AN8967
OG0016762: AN2275
OG0016763: AN10971
OG0016764: AN10043
OG0016765: AN1775
OG0016766: AN1463
OG0016767: AN4012
OG0016768: AN2362
OG0016769: AN2350
OG0016770: AN11050
OG0016771: AN4223
OG0016772: AN3620
OG0016773: AN4150
OG0016774: AN11585
OG0016775: AN3583
OG0016776: AN1083
OG0016777: AN10751
OG0016778: AN4105
OG0016779: AN2582
OG0016780: AN1148
OG0016781: AN3452
OG0016782: AN5658
OG0016783: AN8164
OG0016784: AN4320
OG0016785: AN1341-uORF
OG0016786: AN8812
OG0016787: AN0285
OG0016788: AN3397
OG0016789: AN5260
OG0016790: AN3561
OG0016791: AN4697
OG0016792: AN6875
OG0016793: AN2959
OG0016794: AN8407
OG0016795: AN12009
OG0016796: AN7434
OG0016797: AN9262
OG0016798: AN6811
OG0016799: AN2011
OG0016800: AN3158
OG0016801: AN2060
OG0016802: AN9463
OG0016803: AN10557
OG0016804: AN7378
OG0016805: AN6957
OG0016806: AN5893
OG0016807: AN6551
OG0016808: AN7540
OG0016809: AN0312
OG0016810: AN10481
OG0016811: AN2335
OG0016812: AN12472
OG0016813: AN5882
OG0016814: AN7547
OG0016815: AN4924
OG0016816: AN4987
OG0016817: AN9068
OG0016818: AN5048
OG0016819: AN3144-uORF
OG0016820: AN10847
OG0016821: AN12100
OG0016822: AN5500
OG0016823: AN9274
OG0016824: AN2727
OG0016825: AN1914
OG0016826: AN10062
OG0016827: AN8871
OG0016828: AN1445
OG0016829: AN10640
OG0016830: AN4339
OG0016831: AN11527
OG0016832: AN1330
OG0016833: AN0787
OG0016834: AN10035
OG0016835: AN3475
OG0016836: AN8191
OG0016837: AN11387
OG0016838: AN0542
OG0016839: AN6019
OG0016840: AN5843
OG0016841: AN11078
OG0016842: AN8237
OG0016843: AN4043
OG0016844: AN2369
OG0016845: AN1300
OG0016846: AN6346
OG0016847: AN7822
OG0016848: AN9526
OG0016849: AN9146
OG0016850: AN3136
OG0016851: AN3997
OG0016852: AN5359
OG0016853: AN10796
OG0016854: AN11135
OG0016855: AN10371
OG0016856: AN6153
OG0016857: AN6395
OG0016858: AN4346
OG0016859: AN0637
OG0016860: AN10900
OG0016861: AN6012
OG0016862: AN6074
OG0016863: AN9456
OG0016864: AN1840
OG0016865: AN1812
OG0016866: AN11955
OG0016867: AN6134
OG0016868: AN7534
OG0016869: AN2296
OG0016870: AN10934
OG0016871: AN2848
OG0016872: AN2252
OG0016873: AN2479
OG0016874: AN12471
OG0016875: AN9304
OG0016876: AN6881
OG0016877: AN11487
OG0016878: AN10341
OG0016879: AN3916
OG0016880: AN7613
OG0016881: AN5744
OG0016882: AN2890
OG0016883: AN10227
OG0016884: AN7071
OG0016885: AN4121
OG0016886: AN10335
OG0016887: AN6023
OG0016888: AN11206
OG0016889: AN9532
OG0016890: AN1950
OG0016891: AN4171
OG0016892: AN4673
OG0016893: AN4165
OG0016894: AN7078
OG0016895: AN0172
OG0016896: AN3197
OG0016897: AN2698
OG0016898: AN5181
OG0016899: AN1214
OG0016900: AN12017
OG0016901: AN1501
OG0016902: AN2434
OG0016903: AN11748
OG0016904: AN10851
OG0016905: AN3184
OG0016906: AN9054
OG0016907: AN10471
OG0016908: AN8247
OG0016909: AN11953
OG0016910: AN9316
OG0016911: AN5512
OG0016912: AN6224
OG0016913: AN7153
OG0016914: AN9442
OG0016915: AN8575
OG0016916: AN7158
OG0016917: AN4157
OG0016918: AN2950
OG0016919: AN10418
OG0016920: AN5156
OG0016921: AN3944
OG0016922: AN3294
OG0016923: AN4349
OG0016924: AN7622
OG0016925: AN5368
OG0016926: AN10004
OG0016927: AN1033
OG0016928: AN6041
OG0016929: AN4469
OG0016930: AN7659
OG0016931: AN12022
OG0016932: AN5663
OG0016933: AN8037
OG0016934: AN10787
OG0016935: AN6364
OG0016936: AN1002
OG0016937: AN6379
OG0016938: AN9024
OG0016939: AN4310
OG0016940: AN10821
OG0016941: AN3518
OG0016942: AN0766
OG0016943: AN8695
OG0016944: AN7592
OG0016945: AN10148
OG0016946: AN2895
OG0016947: AN11697
OG0016948: AN0959
OG0016949: AN3482
OG0016950: AN1022
OG0016951: AN3725
OG0016952: AN4399
OG0016953: AN1066
OG0016954: AN2777
OG0016955: AN8552
OG0016956: AN11909
OG0016957: AN10366
OG0016958: AN1978
OG0016959: AN11717
OG0016960: AN2437
OG0016961: AN11510
OG0016962: AN2322
OG0016963: AN9106
OG0016964: AN7577
OG0016965: AN10754
OG0016966: AN2651
OG0016967: AN4527
OG0016968: AN8979
OG0016969: AN9483
OG0016970: AN0931
OG0016971: AN4361
OG0016972: AN4743
OG0016973: AN7909
OG0016974: AN5227
OG0016975: AN2161
OG0016976: AN1707
OG0016977: AN1186
OG0016978: AN5943
OG0016979: AN2048
OG0016980: AN7193
OG0016981: AN5868
OG0016982: AN4830
OG0016983: AN2790
OG0016984: AN2971
OG0016985: AN8092
OG0016986: AN6036
OG0016987: AN2214
OG0016988: AN7499
OG0016989: AN1883
OG0016990: AN9243
OG0016991: AN5041
OG0016992: AN7497
OG0016993: AN6151
OG0016994: AN5628
OG0016995: AN3470
OG0016996: AN1997
OG0016997: AN11695
OG0016998: AN2424
OG0016999: AN4286
OG0017000: AN1872
OG0017001: AN4842
OG0017002: AN8258
OG0017003: AN6940
OG0017004: AN1787
OG0017005: AN6614
OG0017006: AN8400
OG0017007: AN0978
OG0017008: AN4114
OG0017009: AN2572
OG0017010: AN7747
OG0017011: AN6893
OG0017012: AN5248
OG0017013: AN3992
OG0017014: AN8797
OG0017015: AN0168
OG0017016: AN7231
OG0017017: AN7485
OG0017018: AN4945
OG0017019: AN5759
OG0017020: AN8876
OG0017021: AN0136
OG0017022: AN11897
OG0017023: AN9340
OG0017024: AN3751
OG0017025: AN10566
OG0017026: AN7902
OG0017027: AN0181
OG0017028: AN8105
OG0017029: AN0133
OG0017030: AN10677
OG0017031: AN10804
OG0017032: AN9122
OG0017033: AN2520
OG0017034: AN7914
OG0017035: AN4664
OG0017036: AN1356
OG0017037: AN7983
OG0017038: AN9378
OG0017039: AN10306
OG0017040: AN3332
OG0017041: AN12044
OG0017042: AN9469
OG0017043: AN4343
OG0017044: AN8125
OG0017045: AN7985
OG0017046: AN8753
OG0017047: AN1169
OG0017048: AN5947
OG0017049: AN4740
OG0017050: AN9139
OG0017051: AN7218
OG0017052: AN0521
OG0017053: AN2734
OG0017054: AN0721
OG0017055: AN6161
OG0017056: AN0013
OG0017057: AN9089
OG0017058: AN9090
OG0017059: AN11114
OG0017060: AN12375
OG0017061: AN3379
OG0017062: AN0779
OG0017063: AN11780
OG0017064: AN9130
OG0017065: AN5213
OG0017066: AN0239
OG0017067: AN12374
OG0017068: AN8099
OG0017069: AN4077
OG0017070: AN1093
OG0017071: AN10355
OG0017072: AN2946
OG0017073: AN12290
OG0017074: AN6179
OG0017075: AN10254
OG0017076: AN3531
OG0017077: AN4888
OG0017078: AN0807
OG0017079: AN3588
OG0017080: AN5036
OG0017081: AN2638
OG0017082: AN2867
OG0017083: AN10273
OG0017084: AN7413
OG0017085: AN10909
OG0017086: AN4061
OG0017087: AN4654
OG0017088: AN2813
OG0017089: AN2327
OG0017090: AN3496
OG0017091: AN0971
OG0017092: AN6947
OG0017093: AN3111
OG0017094: AN8836
OG0017095: AN2497
OG0017096: AN6666
OG0017097: AN3261
OG0017098: AN1543
OG0017099: AN5739
OG0017100: AN2268
OG0017101: AN2547
OG0017102: AN10724
OG0017103: AN8438
OG0017104: AN3828
OG0017105: AN1807
OG0017106: AN0631
OG0017107: AN11152
OG0017108: AN9188
OG0017109: AN5694
OG0017110: AN10738
OG0017111: AN6206
OG0017112: AN4984-uORF
OG0017113: AN1700
OG0017114: AN10326
OG0017115: AN11068
OG0017116: AN11287
OG0017117: AN5998
OG0017118: AN1694
OG0017119: AN9408
OG0017120: AN3170
OG0017121: AN0157
OG0017122: AN12245
OG0017123: AN7714
OG0017124: AN12151
OG0017125: AN10709
OG0017126: AN2041
OG0017127: AN7510
OG0017128: AN0032
OG0017129: AN10603
OG0017130: AN5432
OG0017131: AN11922
OG0017132: AN5399
OG0017133: AN20055
OG0017134: AN12205
OG0017135: AN4554
OG0017136: AN1537
OG0017137: AN1493
OG0017138: AN11100
OG0017139: AN10195
OG0017140: AN5490
OG0017141: AN0009
OG0017142: AN3292
OG0017143: AN6374
OG0017144: AN11138
OG0017145: AN8420
OG0017146: AN5677
OG0017147: AN3538
OG0017148: AN0899
OG0017149: AN6845
OG0017150: AN12175
OG0017151: AN10078
OG0017152: AN4983
OG0017153: AN5157
OG0017154: AN4642
OG0017155: AN5194
OG0017156: AN12328
OG0017157: AN1177
OG0017158: AN1316
OG0017159: AN5236
OG0017160: AN12344
OG0017161: AN10711
OG0017162: AN1990
OG0017163: AN7865
OG0017164: AN7975
OG0017165: AN11832
OG0017166: AN8609
OG0017167: AN1454
OG0017168: AN10164
OG0017169: AN12139
OG0017170: AN2755
OG0017171: AN11792
OG0017172: AN10072
OG0017173: AN11749
OG0017174: AN7047
OG0017175: AN7780
OG0017176: AN5140
OG0017177: AN12113
OG0017178: AN1041
OG0017179: AN12428
OG0017180: AN3250
OG0017181: AN5176
OG0017182: AN4025
OG0017183: AN7967
OG0017184: AN3029
OG0017185: AN5298
OG0017186: AN3798
OG0017187: AN2933
OG0017188: AN6950
OG0017189: AN1424
OG0017190: AN3922
OG0017191: AN5387
OG0017192: AN10951
OG0017193: AN6853
OG0017194: AN10059
OG0017195: AN6721
OG0017196: AN8828
OG0017197: AN7295
OG0017198: AN0467
OG0017199: AN0878
OG0017200: AN6331
OG0017201: AN11046
OG0017202: AN8802
OG0017203: AN8184
OG0017204: AN1765
OG0017205: AN1324
OG0017206: AN2804
OG0017207: AN1404
OG0017208: AN1374
OG0017209: AN10499
OG0017210: AN11778
OG0017211: AN3236
OG0017212: AN1968
OG0017213: AN4913
OG0017214: AN4853
OG0017215: AN6148
OG0017216: AN6825
OG0017217: AN8309
OG0017218: AN1733
OG0017219: AN3982
OG0017220: AN20011
OG0017221: AN1662
OG0017222: AN1014
OG0017223: AN1416
OG0017224: AN2260
OG0017225: AN5975
OG0017226: AN3120
OG0017227: AN7007
OG0017228: AN0394
OG0017229: AN5111
OG0017230: AN5315
OG0017231: AN3040
OG0017232: AN8394
OG0017233: AN9082
OG0017234: AN11800
OG0017235: AN0453
OG0017236: AN7364
OG0017237: AN10455
OG0017238: AN12395
OG0017239: AN3067
OG0017240: AN5141
OG0017241: AN1113
OG0017242: AN6196
OG0017243: AN8724
OG0017244: AN2444
OG0017245: AN8854
OG0017246: AN1963
OG0017247: AN1567
OG0017248: AN12116
OG0017249: AN4705
OG0017250: AN12437
OG0017251: AN2961
OG0017252: AN7766
OG0017253: AN6732
OG0017254: AN3568
OG0017255: AN0273
OG0017256: AN9097
OG0017257: AN1779
OG0017258: AN10416
OG0017259: AN6137
OG0017260: AN2841
OG0017261: AN0545
OG0017262: AN0022
OG0017263: AN7062
OG0017264: AN8226
OG0017265: AN1245
OG0017266: AN4961
OG0017267: AN0412
OG0017268: AN1721
OG0017269: AN11189
OG0017270: AN11623
OG0017271: AN1346
OG0017272: AN4717
OG0017273: AN6982
OG0017274: AN0990
OG0017275: AN0377
OG0017276: AN6369
OG0017277: AN7701
OG0017278: AN1292
OG0017279: AN0096
OG0017280: AN5920
OG0017281: AN11752
OG0017282: AN2517
OG0017283: AN1136
OG0017284: AN6372
OG0017285: AN5989
OG0017286: AN12199
OG0017287: AN9214
OG0017288: AN7319
OG0017289: AN6926
OG0017290: AN9166
OG0017291: AN6677
OG0017292: AN7754
OG0017293: AN0712
OG0017294: AN10268
OG0017295: AN0624
OG0017296: AN11883
OG0017297: AN8439
OG0017298: AN11766
OG0017299: AN2976
OG0017300: AN7137
OG0017301: AN0490
OG0017302: AN9231
OG0017303: AN6119
OG0017304: AN1609
OG0017305: AN8219
OG0017306: AN5725
OG0017307: AN2815
OG0017308: AN3811
OG0017309: AN0072
OG0017310: AN0194
OG0017311: AN8176
OG0017312: AN0197
OG0017313: AN0370
OG0017314: AN2757
OG0017315: AN6636
OG0017316: AN7565
OG0017317: AN6900
OG0017318: AN5714
OG0017319: AN3760
OG0017320: AN10731
OG0017321: AN10835
OG0017322: AN0644
OG0017323: AN1312
OG0017324: AN8423
OG0017325: AN1012
OG0017326: AN7422
OG0017327: AN4368
OG0017328: AN0400
OG0017329: AN10090
OG0017330: AN6288
OG0017331: AN4908
OG0017332: AN8957
OG0017333: AN6785
OG0017334: AN3226
OG0017335: AN0579
OG0017336: AN7755
OG0017337: AN1271
OG0017338: AN11874
OG0017339: AN2675
OG0017340: AN5532
OG0017341: AN7679
OG0017342: AN9351
OG0017343: AN6932
OG0017344: AN4416
OG0017345: AN1773
OG0017346: AN6453
OG0017347: AN0648
OG0017348: AN5303
OG0017349: AN5009
OG0017350: AN6142
OG0017351: AN6515
OG0017352: AN8992
OG0017353: AN1822
OG0017354: AN1283
OG0017355: AN1320
OG0017356: AN4813
OG0017357: AN2794
OG0017358: AN1591
OG0017359: AN1755
OG0017360: AN3006
OG0017361: AN0407
OG0017362: AN4787
OG0017363: AN6930
OG0017364: AN0348
OG0017365: AN6239
OG0017366: AN9174
OG0017367: AN7115
OG0017368: AN11754
OG0017369: AN9057
OG0017370: AN5785
OG0017371: AN1611
OG0017372: AN10828
OG0017373: AN6685
OG0017374: AN10081
OG0017375: AN3946
OG0017376: AN10864
OG0017377: AN4351
OG0017378: AN3984
OG0017379: AN5689
OG0017380: AN8646
OG0017381: AN3975
OG0017382: AN9036
OG0017383: AN0526
OG0017384: AN7471
OG0017385: AN5371
OG0017386: AN4707
OG0017387: AN7192
OG0017388: AN2313
OG0017389: AN3932
OG0017390: AN11730
OG0017391: AN8584
OG0017392: AN3087
OG0017393: AN10400
OG0017394: AN1043
OG0017395: AN8590
OG0017396: AN0913
OG0017397: AN6317
OG0017398: AN4991
OG0017399: AN5028
OG0017400: AN4577
OG0017401: AN6920
OG0017402: AN5113
OG0017403: AN5631
OG0017404: AN9331
OG0017405: AN3702
OG0017406: AN10150
OG0017407: AN12058
OG0017408: AN8735
OG0017409: AN5623
OG0017410: AN4429
OG0017411: AN3201
OG0017412: AN4447
OG0017413: AN7639
OG0017414: AN6003
OG0017415: AN12317
OG0017416: AN6672
OG0017417: AN1866
OG0017418: AN5600
OG0017419: AN5647
OG0017420: AN5102
OG0017421: AN1571
OG0017422: AN12304
OG0017423: AN2506
OG0017424: AN3640
OG0017425: AN2087
OG0017426: AN5754
OG0017427: AN0469
OG0017428: AN10611
OG0017429: AN8448
OG0017430: AN12203
OG0017431: AN1795
OG0017432: AN0332
OG0017433: AN6631
OG0017434: AN7455
OG0017435: AN5225
OG0017436: AN3229
OG0017437: AN7238
OG0017438: AN0929
OG0017439: AN4569
OG0017440: AN6505
OG0017441: AN4958
OG0017442: AN0077
OG0017443: AN3844
OG0017444: AN1634
OG0017445: AN4564
OG0017446: AN9017
OG0017447: AN3736
OG0017448: AN8170
OG0017449: AN3867
OG0017450: AN9338
OG0017451: AN8925
OG0017452: AN7645
OG0017453: AN3835
OG0017454: AN4008
OG0017455: AN10437
OG0017456: AN11032
OG0017457: AN3356
OG0017458: AN10595
OG0017459: AN3036
OG0017460: AN0950
OG0017461: AN3806
OG0017462: AN10616
OG0017463: AN7169
OG0017464: AN4556
OG0017465: AN5123
OG0017466: AN10968
OG0017467: AN8743
OG0017468: AN9125
OG0017469: AN6562
OG0017470: AN4572
OG0017471: AN6669
OG0017472: AN8094
OG0017473: AN5187
OG0017474: AN6752
OG0017475: AN12095
OG0017476: AN3488
OG0017477: AN5608
OG0017478: AN4288
OG0017479: AN2386
OG0017480: AN7907
OG0017481: AN3363
OG0017482: AN6038
OG0017483: AN8984
OG0017484: AN2380
OG0017485: AN12329
OG0017486: AN7951
OG0017487: AN4299
OG0017488: AN6623
OG0017489: AN11985
OG0017490: AN4155
OG0017491: AN7894
OG0017492: AN5914
OG0017493: AN8690
OG0017494: AN5844
OG0017495: AN0805
OG0017496: AN12276
OG0017497: AN11995
OG0017498: AN10402
OG0017499: AN8506
OG0017500: AN4378
OG0017501: AN7800
OG0017502: AN1167
OG0017503: AN2234
OG0017504: AN3696
OG0017505: AN2983
OG0017506: AN7349
OG0017507: AN1298
OG0017508: AN3794
OG0017509: AN1019
OG0017510: AN10525
OG0017511: AN0813
OG0017512: AN0704
OG0017513: AN6612
OG0017514: AN6570
OG0017515: AN6404
OG0017516: AN4367
OG0017517: AN10495
OG0017518: AN10109
OG0017519: AN5461
OG0017520: AN5984
OG0017521: AN10667
OG0017522: AN7283
OG0017523: AN2644
OG0017524: AN0565
OG0017525: AN10441
OG0017526: AN0123
OG0017527: AN7900
OG0017528: AN6979
OG0017529: AN0518
OG0017530: AN1928
OG0017531: AN3771
OG0017532: AN7432
OG0017533: AN6645
OG0017534: AN2878
OG0017535: AN11862
OG0017536: AN1209
OG0017537: AN10689
OG0017538: AN0244
OG0017539: AN3663
OG0017540: AN7571
OG0017541: AN4488
OG0017542: AN10999
OG0017543: AN6516
OG0017544: AN12167
OG0017545: AN4608
OG0017546: AN3212
OG0017547: AN1188
OG0017548: AN7578
OG0017549: AN2203
OG0017550: AN10450
OG0017551: AN4216
OG0017552: AN6508
OG0017553: AN10918
OG0017554: AN8861
OG0017555: AN10911
OG0017556: AN2820
OG0017557: AN0981
OG0017558: AN7113
OG0017559: AN4019
OG0017560: AN7203
OG0017561: AN11039
OG0017562: AN0497
OG0017563: AN10261
OG0017564: AN3860
OG0017565: AN10543
OG0017566: AN5257
OG0017567: AN2078
OG0017568: AN7933
OG0017569: AN2827
OG0017570: AN10564
OG0017571: AN2527
OG0017572: AN8849
OG0017573: AN3097
OG0017574: AN1291
OG0017575: AN12268
OG0017576: AN12308
OG0017577: AN7382
OG0017578: AN8004
OG0017579: AN6109
OG0017580: AN5540
OG0017581: AN2138
OG0017582: AN7211
OG0017583: AN0044
OG0017584: AN3595
OG0017585: AN3092
OG0017586: AN6293
OG0017587: AN2127
OG0017588: AN8902
OG0017589: AN0784
OG0017590: AN12036
OG0017591: AN8774
OG0017592: AN7401
OG0017593: AN8599
OG0017594: AN3743
OG0017595: AN5951
OG0017596: AN10057
OG0017597: AN11799
OG0017598: AN2485
OG0017599: AN6575
OG0017600: AN4612
OG0017601: AN6325
OG0017602: AN2745
OG0017603: AN5514
OG0017604: AN2470
OG0017605: AN10637
OG0017606: AN10842
OG0017607: AN6712
OG0017608: AN7089
OG0017609: AN5321
OG0017610: AN8751
OG0017611: AN10378
OG0017612: AN5854
OG0017613: AN2216
OG0017614: AN1220
OG0017615: AN4237
OG0017616: AN12029
OG0017617: AN1482
OG0017618: AN10088
OG0017619: AN9492
OG0017620: AN6068
OG0017621: AN1726
OG0017622: AN1200
OG0017623: AN4874
OG0017624: AN5215
OG0017625: AN2117
OG0017626: AN6265
OG0017627: AN11224
OG0017628: AN7533
OG0017629: AN0325
OG0017630: AN3826
OG0017631: AN11190
OG0017632: AN3165
OG0017633: AN8344
OG0017634: AN8368
OG0017635: AN9202
OG0017636: AN5832
OG0017637: AN2589
OG0017638: AN10139
OG0017639: AN5404
OG0017640: AN6704
OG0017641: AN8449
OG0017642: AN9325
OG0017643: AN1684
OG0017644: AN8885
OG0017645: AN4630
OG0017646: AN8375
OG0017647: AN0876
OG0017648: AN4825
OG0017649: AN10381
OG0017650: AN2226
OG0017651: AN6454
OG0017652: AN2308
OG0017653: AN1227
OG0017654: AN7549
OG0017655: AN4273
OG0017656: AN10622
OG0017657: AN11067
OG0017658: AN8062
OG0017659: AN4738
OG0017660: AN2186
OG0017661: AN4625
OG0017662: AN5570
OG0017663: AN4593
OG0017664: AN5459
OG0017665: AN2191
OG0017666: AN8312
OG0017667: AN3467
OG0017668: AN0472
OG0017669: AN0856
OG0017670: AN1832
OG0017671: AN7261
OG0017672: AN0442
OG0017673: AN1641
OG0017674: AN12078
OG0017675: AN11850
OG0017676: AN10159
OG0017677: AN5587
OG0017678: AN7542
OG0017679: AN12322
OG0017680: AN9272
OG0017681: AN8605
OG0017682: AN8918
OG0017683: AN12102
OG0017684: AN3306
OG0017685: AN1853
OG0017686: AN1004
OG0017687: AN6866
OG0017688: AN2106
OG0017689: AN10798
OG0017690: AN4547
OG0017691: AN7181
OG0017692: AN1907
OG0017693: AN5202
OG0017694: AN0907
OG0017695: AN9080
OG0017696: AN3506
OG0017697: AN6164
OG0017698: AN2944
OG0017699: AN0087
OG0017700: AN0128
OG0017701: AN8086
OG0017702: AN11960
OG0017703: AN0409
OG0017704: AN12124
OG0017705: AN7147
OG0017706: AN7310
OG0017707: AN4220
OG0017708: AN11713
OG0017709: AN7770
OG0017710: AN10976
OG0017711: AN8276
OG0017712: AN6700
OG0017713: AN7937
OG0017714: AN6591
OG0017715: AN5553
OG0017716: AN11093
OG0017717: AN7556
OG0017718: AN10460
OG0017719: AN3247
OG0017720: AN2926
OG0017721: AN6259
OG0017722: AN10589
OG0017723: AN8411
OG0017724: AN9438
OG0017725: AN8483
OG0017726: AN5234
OG0017727: AN9111
OG0017728: AN1741
OG0017729: AN0118
OG0017730: AN10961
OG0017731: AN8410
OG0017732: AN1875
OG0017733: AN4403
OG0017734: AN7263
OG0017735: AN6709
OG0017736: AN6341
OG0017737: AN0745
OG0017738: AN9267
OG0017739: AN10928
OG0017740: AN6772
OG0017741: AN1524
OG0017742: AN2765
OG0017743: AN11359
OG0017744: AN3556
OG0017745: AN2501
OG0017746: AN4684
OG0017747: AN2414
OG0017748: AN6527
OG0017749: AN3438
OG0017750: AN1622
OG0017751: AN0992
OG0017752: AN4181
OG0017753: AN2607
OG0017754: AN3883
OG0017755: AN6469
OG0017756: AN11907
OG0017757: AN8140
OG0017758: AN9299
OG0017759: AN1584
OG0017760: AN6906
OG0017761: AN2565
OG0017762: AN2852
OG0017763: AN2036
OG0017764: AN8991
OG0017765: AN4920
OG0017766: AN2900
OG0017767: AN3129
OG0017768: AN7860
OG0017769: AN5638
OG0017770: AN4481
OG0017771: AN4141
OG0017772: AN8888
OG0017773: AN8200
OG0017774: AN2463
OG0017775: AN10176
OG0017776: AN0888
OG0017777: AN8016
OG0017778: AN2303
OG0017779: AN10060
OG0017780: AN10037
OG0017781: AN12387
OG0017782: AN8209
OG0017783: AN4774
OG0017784: AN7768
OG0017785: AN0999
OG0017786: AN7809
OG0017787: AN1650
OG0017788: AN7698
OG0017789: AN0186
OG0017790: AN10429
OG0017791: AN2859
OG0017792: AN7855
OG0017793: AN11842
OG0017794: AN3016
OG0017795: AN7683
OG0017796: AN2952
OG0017797: AN4587
OG0017798: AN8620
OG0017799: AN5879
OG0017800: AN7721
OG0017801: AN8787
OG0017802: AN2708
OG0017803: AN7406
OG0017804: AN4059
OG0017805: AN9075
OG0017806: AN5381
OG0017807: AN6217
OG0017808: AN7016
OG0017809: AN10944
OG0017810: AN6546
OG0017811: AN10333
OG0017812: AN7352
OG0017813: AN7202
OG0017814: AN1746
OG0017815: AN3652
OG0017816: AN4050
OG0017817: AN3576
OG0017818: AN7666
OG0017819: AN9359
OG0017820: AN7000
OG0017821: AN0433
OG0017822: AN8842
OG0017823: AN0064
OG0017824: AN2221
OG0017825: AN0833
OG0017826: AN8682
OG0017827: AN7529
